product,Cadereyta total libreImpuestos,Cadereyta Ctdad Ordenada,Coahuila total libreImpuestos,Coahuila Ctdad Ordenada,Durango total libreImpuestos,Durango Ctdad Ordenada,Expos F total libreImpuestos,Expos F Ctdad Ordenada,Laredo total libreImpuestos,Laredo Ctdad Ordenada,Monterrey total libreImpuestos,Monterrey Ctdad Ordenada,Online total libreImpuestos,Online Ctdad Ordenada,Queretaro total libreImpuestos,Queretaro Ctdad Ordenada,Reynosa total libreImpuestos,Reynosa Ctdad Ordenada,San Luis total libreImpuestos,San Luis Ctdad Ordenada,Total libreImpuestos,Ctdad Ordenada,fecha
Producto 11,,,,,,,,,11505.515,3.5,22649.48,7,,,,,,,,,34154.995,10.5,18 jun 2022
Producto 12,,,13578.215,3.5,12747.77,3.5,,,15373.54,3.5,24920.42,7,,,,,,,,,66619.945,17.5,18 jun 2022
Producto 13,,,,,,,,,,,,,,,,,,,22626.24,3.5,22626.24,3.5,18 jun 2022
Producto 68,,,13414.415,3.5,,,,,,,,,,,,,,,,,13414.415,3.5,18 jun 2022
Producto 27,,,14657.195,3.5,,,,,,,,,,,,,17307.99,3.5,,,31965.185,7,18 jun 2022
Producto 108,,,22303.155,3.5,,,,,,,,,,,,,,,,,22303.155,3.5,18 jun 2022
Producto 69,,,,,,,,,,,35481.39,7,,,,,,,,,35481.39,7,18 jun 2022
Producto 28,,,,,,,,,,,17657.22,3.5,,,,,,,,,17657.22,3.5,18 jun 2022
Producto 15,,,,,,,,,,,,,,,,,,,31059.875,3.5,31059.875,3.5,18 jun 2022
Producto 30,,,,,,,,,,,11528.895,3.5,,,,,,,28246.365,3.5,39775.26,7,18 jun 2022
Producto 16,,,16679.32,3.5,,,,,,,,,,,,,,,,,16679.32,3.5,18 jun 2022
Producto 31,,,30273.215,3.5,,,,,,,,,,,,,,,,,30273.215,3.5,18 jun 2022
Producto 32,,,,,,,,,7321.964999999999,3.5,,,,,,,,,,,7321.964999999999,3.5,18 jun 2022
Producto 48,,,,,,,,,,,7584.43,3.5,,,,,,,,,7584.43,3.5,18 jun 2022
Producto 165,,,,,,,,,,,28566.51,14,,,,,,,,,28566.51,14,18 jun 2022
Producto 18,,,,,,,,,,,,,,,,,,,27401.045,3.5,27401.045,3.5,18 jun 2022
,,,,,,,,,,,8799.525,3.5,,,,,,,,,8799.525,3.5,18 jun 2022
,,,11767.28,3.5,,,,,,,21613.13,7,,,,,,,,,33380.41,10.5,18 jun 2022
,,,,,,,,,,,16992.78,3.5,,,,,,,,,16992.78,3.5,18 jun 2022
,,,,,,,,,,,9579.5,3.5,,,9052.645,3.5,,,,,18632.145,7,18 jun 2022
,,,21025.935,7,,,,,,,10012.345,3.5,,,,,,,,,31038.28,10.5,18 jun 2022
Producto 91,,,21091.84,3.5,,,,,,,,,,,,,,,,,21091.84,3.5,18 jun 2022
Producto 22,,,,,,,,,,,24137.75,3.5,,,,,,,25172.385,3.5,49310.135,7,18 jun 2022
Producto 36,,,,,,,,,,,139679.015,14,,,,,,,,,139679.015,14,18 jun 2022
Producto 118,,,,,,,,,,,69637.12,7,,,,,,,,,69637.12,7,18 jun 2022
Producto 52,,,,,,,,,,,9253.895,3.5,,,,,,,,,9253.895,3.5,18 jun 2022
Producto 38,,,,,,,,,,,25012.68,7,,,,,,,,,25012.68,7,18 jun 2022
Producto 66,,,,,,,,,,,37572.255,7,,,,,,,21186.69,3.5,58758.945,10.5,18 jun 2022
Producto 53,,,,,,,,,,,18058.46,3.5,,,,,,,,,18058.46,3.5,18 jun 2022
Producto 40,,,,,,,,,,,44780.26,7,,,,,,,,,44780.26,7,18 jun 2022
Producto 67,,,,,,,,,,,43234.59,7,,,,,,,21017.85,3.5,64252.44,10.5,18 jun 2022
Producto 85,,,,,,,,,,,51076.305,3.5,,,,,,,,,51076.305,3.5,18 jun 2022
Producto 54,,,,,,,,,,,81850.86,3.5,,,,,,,,,81850.86,3.5,18 jun 2022
Producto 224,,,,,,,,,,,,,,,,,66447.22,3.5,,,66447.22,3.5,18 jun 2022
Producto 42,,,,,,,,,,,,,,,50736.07,3.5,,,,,50736.07,3.5,18 jun 2022
Producto 23,,,,,,,,,107226.875,3.5,,,,,,,,,,,107226.875,3.5,18 jun 2022
Producto 264,,,,,,,,,,,55771.45,3.5,,,,,,,,,55771.45,3.5,18 jun 2022
Producto 57,,,,,,,,,,,,,,,,,139349.455,3.5,,,139349.455,3.5,18 jun 2022
Producto 58,,,,,,,,,30025.45,3.5,,,,,,,,,,,30025.45,3.5,18 jun 2022
Producto 59,,,,,,,,,,,30585.94,3.5,,,,,,,,,30585.94,3.5,18 jun 2022
Producto 81,,,7012.88,3.5,,,,,,,,,,,,,,,,,7012.88,3.5,19 jun 2022
Producto 164,,,,,,,,,23383.08,3.5,,,,,,,,,,,23383.08,3.5,19 jun 2022
Producto 194,,,,,,,,,,,34942.32,3.5,,,,,,,,,34942.32,3.5,19 jun 2022
Producto 2,,,,,,,,,,,,,,,36224.16,7,,,,,36224.16,7,19 jun 2022
Producto 6,,,,,,,,,,,108604.16,10.5,,,,,,,,,108604.16,10.5,19 jun 2022
Producto 7,,,,,,,,,,,23426.34,3.5,,,,,,,,,23426.34,3.5,19 jun 2022
Producto 8,,,,,,,,,,,,,,,54170.13,7,,,,,54170.13,7,19 jun 2022
Producto 9,,,118792.695,14,,,,,,,32651.045,3.5,,,,,,,,,151443.74,17.5,19 jun 2022
Producto 10,,,,,,,,,,,37931.705,3.5,,,,,,,,,37931.705,3.5,19 jun 2022
Producto 11,,,,,,,,,,,10192.28,3.5,,,13175.645,3.5,,,23080.505,7,46448.43,14,19 jun 2022
Producto 12,,,,,,,,,12733.63,3.5,59327.24,17.5,,,12747.77,3.5,,,,,84808.64,24.5,19 jun 2022
Producto 13,,,20072.745,3.5,,,,,,,,,,,,,,,,,20072.745,3.5,19 jun 2022
Producto 27,,,,,,,,,,,13959.19,3.5,,,,,,,,,13959.19,3.5,19 jun 2022
Producto 28,,,,,,,,,,,18586.575,3.5,,,22825.6,3.5,,,,,41412.175,7,19 jun 2022
Producto 15,26705.49,3.5,,,,,,,,,,,,,,,,,,,26705.49,3.5,19 jun 2022
Producto 30,,,,,,,,,,,23000.6,3.5,,,,,,,,,23000.6,3.5,19 jun 2022
Producto 16,,,,,,,,,,,28517.825,7,,,,,,,,,28517.825,7,19 jun 2022
Producto 49,,,,,,,,,,,40062.015,3.5,,,,,,,,,40062.015,3.5,19 jun 2022
Producto 18,,,,,,,,,,,24791.41,3.5,,,,,,,,,24791.41,3.5,19 jun 2022
Producto 19,,,,,,,,,,,40364.835,3.5,,,,,,,,,40364.835,3.5,19 jun 2022
Producto 286,,,16358.02,3.5,,,,,,,,,,,,,,,,,16358.02,3.5,19 jun 2022
,,,,,,,,,,,9777.215,3.5,,,,,,,,,9777.215,3.5,19 jun 2022
,,,11345.705,3.5,,,,,,,10806.565,3.5,,,,,,,,,22152.27,7,19 jun 2022
,,,13944.315,3.5,,,,,,,,,,,,,,,,,13944.315,3.5,19 jun 2022
Producto 21,,,,,,,,,,,11965.17,7,,,,,,,,,11965.17,7,19 jun 2022
Producto 64,,,,,,,,,,,,,,,8123.115,3.5,,,,,8123.115,3.5,19 jun 2022
,,,,,,,,,,,,,,,5952.87,3.5,,,,,5952.87,3.5,19 jun 2022
,,,10058.44,3.5,,,,,,,56745.395,24.5,,,17652.635,7,,,,,84456.47,35,19 jun 2022
Producto 50,,,,,,,,,,,,,,,29089.795,3.5,,,,,29089.795,3.5,19 jun 2022
Producto 189,,,,,,,,,,,54776.925,3.5,,,,,,,,,54776.925,3.5,19 jun 2022
,,,,,,,,,,,33637.275,3.5,,,,,,,,,33637.275,3.5,19 jun 2022
,,,,,,,,,,,49057.33,3.5,,,,,,,,,49057.33,3.5,19 jun 2022
Producto 66,,,,,,,,,,,3.01,3.5,,,,,,,,,3.01,3.5,19 jun 2022
Producto 67,,,,,,,,,,,27155.065,3.5,,,,,,,,,27155.065,3.5,19 jun 2022
Producto 127,,,,,,,,,,,,,,,62456.90500000001,3.5,,,,,62456.90500000001,3.5,19 jun 2022
Producto 151,,,61789.175,3.5,,,,,,,,,,,,,,,,,61789.175,3.5,19 jun 2022
Producto 23,,,,,,,,,,,,,,,,,93264.46500000001,3.5,,,93264.46500000001,3.5,19 jun 2022
Producto 58,,,,,,,,,,,22763.65,3.5,,,,,,,,,22763.65,3.5,19 jun 2022
Producto 59,,,33539.66,3.5,,,,,,,,,,,,,,,,,33539.66,3.5,19 jun 2022
Producto 60,,,39712.54,3.5,,,,,,,39147.605,3.5,,,,,,,,,78860.145,7,19 jun 2022
Producto 287,,,,,,,,,,,16275.595,3.5,,,,,,,,,16275.595,3.5,19 jun 2022
Producto 194,,,,,,,,,,,34990.13,3.5,,,,,,,,,34990.13,3.5,20 jun 2022
Producto 2,,,,,,,,,,,31135.51,7,,,,,,,17206.49,3.5,48342,10.5,20 jun 2022
Producto 6,,,,,,,,,,,60356.765,7,,,,,,,,,60356.765,7,20 jun 2022
Producto 77,,,,,,,,,,,,,,,,,52027.255,3.5,,,52027.255,3.5,20 jun 2022
Producto 8,,,,,27085.065,3.5,,,,,,,30169.965,3.5,27085.065,3.5,,,,,84340.095,10.5,20 jun 2022
Producto 9,,,,,,,,,,,32651.045,3.5,,,,,,,,,32651.045,3.5,20 jun 2022
Producto 10,,,,,,,,,46030.70499999999,3.5,124764.255,10.5,,,,,42778.54,3.5,,,213573.5,17.5,20 jun 2022
Producto 11,,,,,,,,,,,21457.415,7,,,,,12099.605,3.5,,,33557.02,10.5,20 jun 2022
Producto 12,,,,,,,,,,,57636.91499999999,17.5,,,12747.77,3.5,,,12747.77,3.5,83132.455,24.5,20 jun 2022
Producto 47,,,,,,,,,,,40121.515,10.5,,,,,,,,,40121.515,10.5,20 jun 2022
Producto 13,,,,,,,,,,,,,,,104782.195,17.5,,,,,104782.195,17.5,20 jun 2022
Producto 68,,,25487.35,7,,,,,,,,,,,,,,,,,25487.35,7,20 jun 2022
Producto 27,,,,,,,,,,,,,,,29314.355,7,,,,,29314.355,7,20 jun 2022
Producto 28,,,,,,,,,,,18207.805,3.5,,,,,20961.535,3.5,,,39169.34,7,20 jun 2022
Producto 29,,,,,,,,,,,19606.895,3.5,,,,,,,,,19606.895,3.5,20 jun 2022
Producto 30,,,,,,,,,,,102509.96,17.5,,,,,,,,,102509.96,17.5,20 jun 2022
Producto 16,,,22025.815,3.5,,,,,,,,,,,,,,,,,22025.815,3.5,20 jun 2022
Producto 32,,,,,,,,,,,,,4764.235000000001,3.5,,,,,,,4764.235000000001,3.5,20 jun 2022
Producto 61,,,,,,,,,,,,,,,8282.33,3.5,,,,,8282.33,3.5,20 jun 2022
Producto 71,,,,,,,,,,,21082.635,7,,,,,,,,,21082.635,7,20 jun 2022
Producto 72,,,,,,,,,,,,,,,,,,,62363.805,7,62363.805,7,20 jun 2022
,,,,,,,,,,,17599.05,7,,,,,,,,,17599.05,7,20 jun 2022
,,,,,,,,,,,25278.47,7,,,,,,,,,25278.47,7,20 jun 2022
,,,16899.435,3.5,,,,,,,,,,,,,,,,,16899.435,3.5,20 jun 2022
Producto 21,,,,,,,,,,,11965.17,7,,,5908.98,3.5,,,7347.025000000001,3.5,25221.175,14,20 jun 2022
Producto 64,,,,,,,,,,,,,,,8123.115,3.5,,,9052.295,3.5,17175.41,7,20 jun 2022
,,,,,,,,,,,8190.49,3.5,,,,,,,,,8190.49,3.5,20 jun 2022
,,,,,16886.03,3.5,,,,,,,,,,,,,,,16886.03,3.5,20 jun 2022
Producto 288,,,,,,,,,,,29861.965,7,,,,,,,,,29861.965,7,20 jun 2022
Producto 176,,,,,,,,,,,,,,,,,,,76248.69,3.5,76248.69,3.5,20 jun 2022
,,,,,,,,,,,,,,,,,,,51510.2,3.5,51510.2,3.5,20 jun 2022
,,,,,,,,,,,110037.655,3.5,,,,,,,,,110037.655,3.5,20 jun 2022
Producto 135,,,,,,,,,,,,,,,31226.195,3.5,,,,,31226.195,3.5,20 jun 2022
Producto 38,,,,,,,,,,,11328.73,3.5,,,,,,,,,11328.73,3.5,20 jun 2022
Producto 66,,,,,,,,,,,18206.895,3.5,,,,,,,,,18206.895,3.5,20 jun 2022
Producto 40,,,,,,,,,,,18729.095,3.5,,,,,,,,,18729.095,3.5,20 jun 2022
Producto 67,,,,,,,,,,,18823.98,3.5,,,,,,,,,18823.98,3.5,20 jun 2022
Producto 41,,,,,,,,,,,37937.235,3.5,,,,,,,,,37937.235,3.5,20 jun 2022
Producto 103,,,,,,,,,,,36101.625,3.5,,,,,,,,,36101.625,3.5,20 jun 2022
Producto 23,,,78550.675,3.5,,,,,,,,,,,71115.03,3.5,,,,,149665.705,7,20 jun 2022
Producto 138,,,,,,,,,,,297677.345,3.5,,,,,,,,,297677.345,3.5,20 jun 2022
Producto 287,,,,,,,,,,,,,,,17987.585,3.5,,,,,17987.585,3.5,20 jun 2022
Producto 289,,,,,,,,,,,,,,,40801.775,3.5,,,,,40801.775,3.5,20 jun 2022
Producto 1,,,,,,,,,,,,,,,,,,,11851.735,3.5,11851.735,3.5,21 jun 2022
Producto 2,,,,,,,,,,,,,,,,,18481.05,3.5,17206.49,3.5,35687.54,7,21 jun 2022
Producto 3,,,,,,,,,,,,,,,21985.705,3.5,,,,,21985.705,3.5,21 jun 2022
Producto 77,,,,,,,,,,,45523.94,3.5,,,,,,,,,45523.94,3.5,21 jun 2022
Producto 9,,,,,,,,,,,,,,,29312.5,3.5,,,29312.5,3.5,58625,7,21 jun 2022
Producto 11,,,,,,,,,,,19253.115,7,,,11265.135,3.5,,,,,30518.25,10.5,21 jun 2022
Producto 12,,,,,,,,,,,,,,,,,,,13433.595,3.5,13433.595,3.5,21 jun 2022
Producto 47,,,,,,,,,,,,,,,14972.65,3.5,,,,,14972.65,3.5,21 jun 2022
Producto 28,,,,,,,,,,,21738.675,3.5,,,22825.6,3.5,,,,,44564.275,7,21 jun 2022
Producto 16,,,,,,,,,,,14589.47,3.5,,,,,,,,,14589.47,3.5,21 jun 2022
Producto 165,,,,,,,,,,,7141.645,3.5,,,,,,,,,7141.645,3.5,21 jun 2022
,,,,,,,,,,,8799.525,3.5,,,,,,,,,8799.525,3.5,21 jun 2022
,,,11345.705,3.5,,,,,,,,,,,,,,,,,11345.705,3.5,21 jun 2022
,,,16949.415,3.5,,,,,,,,,,,,,,,,,16949.415,3.5,21 jun 2022
Producto 21,,,5613.51,3.5,,,,,,,43230.145,28,,,,,,,,,48843.655,31.5,21 jun 2022
,,,8870.644999999999,3.5,18105.22,7,,,9723.21,3.5,,,,,,,,,,,36699.075,14,21 jun 2022
,,,,,,,,,,,9050.51,3.5,,,,,,,,,9050.51,3.5,21 jun 2022
Producto 172,,,,,,,,,,,16643.41,3.5,,,,,,,,,16643.41,3.5,21 jun 2022
Producto 22,,,29441.405,3.5,,,,,,,,,,,,,,,,,29441.405,3.5,21 jun 2022
Producto 50,29162.735,3.5,,,,,,,,,,,,,,,,,,,29162.735,3.5,21 jun 2022
Producto 36,,,,,,,,,,,,,,,36163.47,3.5,,,,,36163.47,3.5,21 jun 2022
Producto 160,,,,,,,,,,,43698.69,3.5,,,,,,,,,43698.69,3.5,21 jun 2022
,,,,,,,,,,,97264.15999999999,3.5,,,,,,,,,97264.15999999999,3.5,21 jun 2022
Producto 196,,,,,,,,,,,,,,,,,,,50101.52,7,50101.52,7,21 jun 2022
Producto 37,,,,,,,,,,,9253.02,3.5,,,,,,,,,9253.02,3.5,21 jun 2022
Producto 38,,,28316.19,7,,,,,,,,,,,,,,,,,28316.19,7,21 jun 2022
Producto 66,,,,,,,,,,,16956.065,3.5,,,,,,,,,16956.065,3.5,21 jun 2022
Producto 39,,,,,,,,,,,12899.04,3.5,,,,,,,,,12899.04,3.5,21 jun 2022
Producto 40,,,47247.41,7,,,,,,,,,,,,,,,,,47247.41,7,21 jun 2022
Producto 67,,,,,,,,,,,20017.025,3.5,,,,,,,,,20017.025,3.5,21 jun 2022
Producto 112,,,16992.78,3.5,,,,,,,,,,,,,,,,,16992.78,3.5,21 jun 2022
Producto 224,,,,,,,,,,,,,,,,,,,65120.685,3.5,65120.685,3.5,21 jun 2022
Producto 128,,,,,,,,,,,,,,,136587.885,7,,,,,136587.885,7,21 jun 2022
Producto 104,,,,,,,,,,,31689.56,3.5,,,,,,,,,31689.56,3.5,21 jun 2022
Producto 60,,,,,,,,,,,39147.605,3.5,,,,,,,,,39147.605,3.5,21 jun 2022
Producto 1,,,,,,,,,,,,,,,,,13687.765,3.5,,,13687.765,3.5,22 jun 2022
Producto 25,,,19500.915,3.5,,,,,,,,,,,,,,,,,19500.915,3.5,22 jun 2022
Producto 2,,,,,,,,,,,,,,,17206.49,3.5,,,,,17206.49,3.5,22 jun 2022
Producto 6,,,30387.315,3.5,,,,,,,,,,,,,,,,,30387.315,3.5,22 jun 2022
Producto 8,,,,,,,,,,,51590.63,7,,,82680.745,10.5,,,,,134271.375,17.5,22 jun 2022
Producto 9,,,27846.875,3.5,,,,,,,,,,,,,,,,,27846.875,3.5,22 jun 2022
Producto 10,,,,,,,,,,,,,,,,,42778.54,3.5,36642.025,3.5,79420.565,7,22 jun 2022
Producto 11,,,,,,,,,,,,,,,,,,,10639.895,3.5,10639.895,3.5,22 jun 2022
Producto 12,,,,,,,,,,,,,,,25483.535,7,,,,,25483.535,7,22 jun 2022
Producto 13,,,,,,,,,19834.85,3.5,,,,,,,,,,,19834.85,3.5,22 jun 2022
Producto 14,,,54191.13,14,,,,,,,,,,,,,,,,,54191.13,14,22 jun 2022
Producto 290,,,,,,,,,,,16018.52,3.5,,,,,,,,,16018.52,3.5,22 jun 2022
Producto 108,,,35344.75,7,,,,,,,,,,,22303.155,3.5,,,,,57647.90500000001,10.5,22 jun 2022
Producto 15,,,26705.49,3.5,,,,,,,,,,,,,,,,,26705.49,3.5,22 jun 2022
Producto 30,,,,,,,,,,,12743.465,3.5,,,26968.13,7,,,,,39711.595,10.5,22 jun 2022
Producto 16,,,,,,,,,,,14589.47,3.5,,,,,,,,,14589.47,3.5,22 jun 2022
Producto 32,,,5828.55,3.5,,,,,,,5551,3.5,,,,,,,,,11379.55,7,22 jun 2022
Producto 144,,,,,,,,,,,41118.525,3.5,,,,,,,,,41118.525,3.5,22 jun 2022
Producto 20,,,,,,,,,,,53417.77,3.5,,,,,,,,,53417.77,3.5,22 jun 2022
,,,,,,,,,12186.125,3.5,,,,,11345.705,3.5,,,,,23531.83,7,22 jun 2022
Producto 291,,,22152.27,3.5,,,,,,,,,,,,,,,,,22152.27,3.5,22 jun 2022
Producto 21,,,,,,,,,,,,,,,18845.12,10.5,,,,,18845.12,10.5,22 jun 2022
,,,8599.99,3.5,,,,,,,,,,,8749.37,3.5,9557.87,3.5,,,26907.23,10.5,22 jun 2022
,,,,,,,,,,,10012.345,3.5,,,10512.985,3.5,,,,,20525.33,7,22 jun 2022
,,,,,,,,,,,18809.28,3.5,,,,,,,,,18809.28,3.5,22 jun 2022
Producto 22,,,,,,,,,,,47947.41,7,,,,,,,,,47947.41,7,22 jun 2022
Producto 50,,,,,,,,,,,,,,,29089.795,3.5,,,,,29089.795,3.5,22 jun 2022
Producto 36,,,,,,,,,,,,,42301.735,3.5,,,,,42296.45,3.5,84598.185,7,22 jun 2022
Producto 118,,,,,,,,,,,,,,,34731.515,3.5,,,,,34731.515,3.5,22 jun 2022
Producto 292,,,,,,,,,,,17647.84,3.5,,,,,,,,,17647.84,3.5,22 jun 2022
Producto 293,,,,,,,,,,,3.01,3.5,,,,,,,,,3.01,3.5,22 jun 2022
Producto 76,,,,,,,,,,,66020.5,3.5,,,,,,,,,66020.5,3.5,22 jun 2022
Producto 151,,,,,,,,,,,,,,,,,,,56925.75,3.5,56925.75,3.5,22 jun 2022
Producto 59,,,,,,,,,,,57836.135,7,,,,,,,,,57836.135,7,22 jun 2022
Producto 1,,,,,,,,,,,28390.46,7,,,,,,,,,28390.46,7,23 jun 2022
Producto 188,,,,,,,,,,,39750.48,3.5,,,,,,,,,39750.48,3.5,23 jun 2022
Producto 8,,,,,,,,,,,30169.965,3.5,,,,,,,,,30169.965,3.5,23 jun 2022
Producto 9,,,27260.625,3.5,,,,,,,27916.665,3.5,,,29312.5,3.5,,,,,84489.79,10.5,23 jun 2022
Producto 11,,,11822.09,3.5,,,,,,,10133.235,3.5,,,,,,,,,21955.325,7,23 jun 2022
Producto 121,,,0,0,,,,,,,,,,,,,,,,,0,0,23 jun 2022
Producto 12,,,11307.065,3.5,,,,,,,102043.9,31.5,,,13010.025,3.5,12317.06,3.5,12418.525,3.5,151096.575,45.5,23 jun 2022
Producto 13,,,,,,,,,,,,,,,22303.015,3.5,,,,,22303.015,3.5,23 jun 2022
Producto 68,,,,,,,,,,,,,14905.17,3.5,,,,,,,14905.17,3.5,23 jun 2022
Producto 28,,,18540.095,3.5,,,,,,,,,,,,,,,,,18540.095,3.5,23 jun 2022
Producto 30,,,,,,,,,,,59954.09,17.5,,,,,,,,,59954.09,17.5,23 jun 2022
Producto 136,,,11163.845,3.5,,,,,,,,,,,,,,,,,11163.845,3.5,23 jun 2022
Producto 16,,,,,,,,,,,17063.69,3.5,,,,,,,,,17063.69,3.5,23 jun 2022
Producto 31,,,,,,,,,,,18207.805,3.5,,,,,,,,,18207.805,3.5,23 jun 2022
Producto 17,,,,,,,,,,,25234.44,3.5,,,,,,,,,25234.44,3.5,23 jun 2022
Producto 48,,,,,,,,,8553.58,3.5,,,,,,,,,,,8553.58,3.5,23 jun 2022
Producto 71,,,,,,,,,,,65473.27500000001,10.5,,,,,,,21029.925,3.5,86503.2,14,23 jun 2022
Producto 72,,,,,,,,,,,27302.135,3.5,,,,,,,,,27302.135,3.5,23 jun 2022
Producto 170,,,,,,,,,34996.85,3.5,,,,,,,,,,,34996.85,3.5,23 jun 2022
Producto 20,,,,,,,,,,,62476.925,3.5,,,,,,,,,62476.925,3.5,23 jun 2022
,,,,,,,,,,,29383.13,10.5,,,,,,,,,29383.13,10.5,23 jun 2022
,,,,,,,,,,,23445.8,7,,,,,,,,,23445.8,7,23 jun 2022
,,,,,,,,,,,,,13141.205,3.5,,,,,,,13141.205,3.5,23 jun 2022
Producto 21,,,,,,,,,,,26274.395,14,,,,,,,20462.96,10.5,46737.355,24.5,23 jun 2022
,,,,,,,,,,,16402.505,7,,,91589.89,38.5,,,,,107992.395,45.5,23 jun 2022
Producto 74,,,,,,,,,,,27994.26,3.5,,,,,,,,,27994.26,3.5,23 jun 2022
Producto 176,,,,,,,,,,,78083.67,3.5,,,,,,,,,78083.67,3.5,23 jun 2022
,,,,,,,,,,,94082.17,3.5,,,,,,,,,94082.17,3.5,23 jun 2022
Producto 52,,,,,,,,,,,17212.23,7,,,,,,,,,17212.23,7,23 jun 2022
Producto 38,,,,,,,,,,,11528.755,3.5,,,,,,,,,11528.755,3.5,23 jun 2022
Producto 174,,,,,,,,,,,33378.8,7,,,,,,,,,33378.8,7,23 jun 2022
Producto 280,,,3.01,3.5,,,,,,,,,,,,,,,,,3.01,3.5,23 jun 2022
Producto 53,,,,,,,,,,,33588.8,7,,,,,,,,,33588.8,7,23 jun 2022
Producto 40,,,,,,,,,,,20639.955,3.5,,,,,,,,,20639.955,3.5,23 jun 2022
Producto 294,,,28694.12,3.5,,,,,,,,,,,,,,,,,28694.12,3.5,23 jun 2022
Producto 295,,,,,,,,,,,80299.73,7,,,,,,,,,80299.73,7,23 jun 2022
Producto 159,,,,,,,,,,,67394.46,7,,,,,,,,,67394.46,7,23 jun 2022
Producto 43,,,,,,,,,,,,,,,,,,,54942.335,3.5,54942.335,3.5,23 jun 2022
Producto 23,,,,,,,,,,,169747.655,7,,,,,,,,,169747.655,7,23 jun 2022
Producto 60,,,,,,,,,,,36415.645,3.5,,,,,,,,,36415.645,3.5,23 jun 2022
Producto 296,,,,,,,,,,,141829.03,7,,,,,,,,,141829.03,7,23 jun 2022
Producto 184,,,,,,,,,,,,,,,,,,,208657.295,3.5,208657.295,3.5,23 jun 2022
Producto 7,,,,,,,,,,,20029.52,3.5,,,,,,,,,20029.52,3.5,24 jun 2022
Producto 8,,,,,,,29113.98,3.5,,,,,,,27085.065,3.5,,,,,56199.04500000001,7,24 jun 2022
Producto 9,,,,,,,,,,,83749.995,10.5,,,,,,,,,83749.995,10.5,24 jun 2022
Producto 10,,,,,,,,,,,37931.705,3.5,,,,,,,46582.79500000001,3.5,84514.5,7,24 jun 2022
Producto 11,,,,,10689.14,3.5,,,,,,,,,,,,,10639.895,3.5,21329.035,7,24 jun 2022
Producto 12,,,,,,,,,,,10375.435,3.5,,,,,,,,,10375.435,3.5,24 jun 2022
Producto 29,,,,,,,,,,,,,,,21975.1,3.5,,,,,21975.1,3.5,24 jun 2022
Producto 30,,,,,,,,,,,25486.93,7,,,,,,,,,25486.93,7,24 jun 2022
Producto 16,,,14973.455,3.5,,,16678.865,3.5,,,14589.47,3.5,,,,,,,,,46241.79,10.5,24 jun 2022
Producto 17,,,,,,,47945.38,7,,,,,,,,,,,,,47945.38,7,24 jun 2022
Producto 72,,,30173.01,3.5,,,,,,,,,,,,,,,,,30173.01,3.5,24 jun 2022
Producto 49,,,,,,,,,,,,,,,39961.88,3.5,,,,,39961.88,3.5,24 jun 2022
,,,,,,,,,,,12639.235,3.5,,,,,,,,,12639.235,3.5,24 jun 2022
Producto 297,,,22004.745,3.5,,,,,,,19914.3,3.5,,,,,,,,,41919.04500000001,7,24 jun 2022
Producto 21,,,,,,,,,,,,,,,25126.815,14,6747.02,3.5,,,31873.835,17.5,24 jun 2022
Producto 64,,,,,,,,,,,7736.33,3.5,,,,,,,,,7736.33,3.5,24 jun 2022
,,,18002.145,7,,,,,,,,,,,9052.645,3.5,9237.025,3.5,,,36291.815,14,24 jun 2022
,,,10711.54,3.5,,,,,,,,,,,,,,,,,10711.54,3.5,24 jun 2022
Producto 298,,,,,,,,,,,64073.065,10.5,,,,,,,,,64073.065,10.5,24 jun 2022
Producto 91,,,,,,,,,,,19878.215,3.5,,,,,,,,,19878.215,3.5,24 jun 2022
,,,,,,,,,,,33637.275,3.5,,,,,,,,,33637.275,3.5,24 jun 2022
Producto 51,,,,,,,41225.94,3.5,,,,,,,,,,,,,41225.94,3.5,24 jun 2022
Producto 128,,,,,,,,,,,,,,,66542.805,3.5,,,,,66542.805,3.5,24 jun 2022
Producto 23,,,,,,,,,,,71293.25,3.5,,,,,,,,,71293.25,3.5,24 jun 2022
Producto 44,,,84538.02,3.5,,,,,,,,,,,,,,,,,84538.02,3.5,24 jun 2022
Producto 58,,,,,,,,,,,21241.605,3.5,,,,,,,,,21241.605,3.5,24 jun 2022
Producto 281,,,,,,,,,,,124518.52,3.5,,,,,,,,,124518.52,3.5,24 jun 2022
Producto 299,,,,,,,,,,,235841.76,3.5,,,,,,,,,235841.76,3.5,24 jun 2022
Producto 300,,,,,,,,,,,,,,,30956.905,3.5,,,,,30956.905,3.5,24 jun 2022
Producto 1,,,,,,,,,39010.125,10.5,12136.915,3.5,,,10011.995,3.5,,,,,61159.035,17.5,25 jun 2022
Producto 92,,,,,,,,,,,17744.93,3.5,,,,,,,,,17744.93,3.5,25 jun 2022
Producto 133,,,,,,,,,,,15114.715,3.5,,,,,,,,,15114.715,3.5,25 jun 2022
Producto 106,,,,,,,,,,,,,,,14976.57,3.5,,,,,14976.57,3.5,25 jun 2022
Producto 3,,,,,,,,,,,24489.815,3.5,,,,,,,,,24489.815,3.5,25 jun 2022
Producto 26,,,,,,,48557.32,3.5,,,,,,,,,,,,,48557.32,3.5,25 jun 2022
Producto 8,,,,,,,,,,,55965.28,7,,,,,,,,,55965.28,7,25 jun 2022
